source_transaction_index,transaction_date,transaction_season,transaction_team,transaction_team_id,transaction_notes,transaction_side,component_number,subasset_number,asset_type,draft_round,draft_years,pick_count,protection_text,source_team_text,rights_player_name,parse_confidence,needs_manual_review,known_at_transaction_text,record_season,record_basis,resolved_transaction_team_id,projected_pick_team_id,record_wins,record_losses,projected_draft_position,league_team_count,point_in_time_tier,assigned_zero_value
967,1988-06-28,Offseason,Clippers,,trade with 76ers,Relinquished,2,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1987-88,previous_season_final_record,1610612746.0,1610612746.0,17.0,65.0,1.0,23,projected_top_5_first,False
968,1988-07-18,Offseason,Hornets,,trade with Rockets,Acquired,2,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1987-88,previous_season_final_record,,1610612745.0,46.0,36.0,14.0,23,projected_late_second,False
969,1988-07-18,Offseason,Rockets,,trade with Hornets,Relinquished,2,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1987-88,previous_season_final_record,1610612745.0,1610612745.0,46.0,36.0,14.0,23,projected_late_second,False
975,1988-10-03,Offseason,76ers,,trade with Pacers,Relinquished,1,1,draft_rights,,[],1,,,Everette Stephens,high,False,rights to Everette Stephens,1987-88,previous_season_final_record,1610612755.0,1610612755.0,36.0,46.0,7.0,23,draft_rights_unranked,False
976,1988-10-03,Offseason,Pacers,,trade with Knicks,Acquired,1,1,draft_rights,,[],1,,,Everette Stephens,high,False,rights to Everette Stephens,1987-88,previous_season_final_record,1610612754.0,1610612755.0,36.0,46.0,7.0,23,draft_rights_unranked,False
977,1988-10-04,Offseason,Bucks,,trade with Sonics,Acquired,1,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1987-88,previous_season_final_record,1610612749.0,1610612760.0,44.0,38.0,13.0,23,projected_late_second,False
978,1988-10-04,Offseason,SuperSonics,,trade with Bucks,Relinquished,1,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1987-88,previous_season_final_record,1610612760.0,1610612760.0,44.0,38.0,13.0,23,projected_late_second,False
983,1988-10-31,Offseason,Kings,,trade with Nets,Acquired,1,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1987-88,previous_season_final_record,1610612758.0,1610612751.0,19.0,63.0,2.0,23,projected_early_second,False
983,1988-10-31,Offseason,Kings,,trade with Nets,Acquired,2,1,draft_pick,2.0,[1996],1,,,,high,False,1996 second round pick,1987-88,previous_season_final_record,1610612758.0,1610612751.0,19.0,63.0,2.0,23,projected_early_second,False
984,1988-10-31,Offseason,Nets,,trade with Kings,Relinquished,1,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1987-88,previous_season_final_record,1610612751.0,1610612751.0,19.0,63.0,2.0,23,projected_early_second,False
984,1988-10-31,Offseason,Nets,,trade with Kings,Relinquished,2,1,draft_pick,2.0,[1996],1,,,,high,False,1996 second round pick,1987-88,previous_season_final_record,1610612751.0,1610612751.0,19.0,63.0,2.0,23,projected_early_second,False
985,1988-11-02,Offseason,Lakers,,trade with Spurs,Acquired,1,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick (#51-Tony Smith (b)),1987-88,previous_season_final_record,1610612747.0,1610612759.0,31.0,51.0,6.0,23,projected_early_second,False
988,1988-11-02,Offseason,Spurs,,trade with Lakers,Relinquished,1,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick (#51-Tony Smith (b)),1987-88,previous_season_final_record,1610612759.0,1610612759.0,31.0,51.0,6.0,23,projected_early_second,False
991,1988-12-14,1988-89,Bulls,1610612741.0,trade with Suns,Relinquished,2,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1988-89,current_record_at_transaction,1610612741.0,1610612741.0,10.0,10.0,11.0,25,projected_early_second,False
992,1988-12-14,1988-89,Suns,1610612756.0,trade with Bulls,Acquired,2,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1988-89,current_record_at_transaction,1610612756.0,1610612741.0,10.0,10.0,11.0,25,projected_early_second,False
995,1989-02-15,1988-89,Mavericks,1610612742.0,trade with Pistons,Acquired,2,1,draft_pick,1.0,[1991],1,,,,high,False,1991 first round pick,1988-89,current_record_at_transaction,1610612742.0,1610612765.0,32.0,13.0,24.0,25,projected_late_first,False
996,1989-02-15,1988-89,Pistons,1610612765.0,trade with Mavericks,Relinquished,2,1,draft_pick,1.0,[1991],1,,,,high,False,1991 first round pick,1988-89,current_record_at_transaction,1610612765.0,1610612765.0,32.0,13.0,24.0,25,projected_late_first,False
997,1989-02-20,1988-89,Kings,1610612758.0,trade with Pacers,Acquired,2,1,draft_pick,2.0,"[1990, 1991]",1,,,,high,False,1990 or 1991 second round pick,1988-89,current_record_at_transaction,1610612758.0,1610612754.0,11.0,38.0,3.0,25,projected_early_second,False
998,1989-02-20,1988-89,Pacers,1610612754.0,trade with Kings,Relinquished,2,1,draft_pick,2.0,"[1990, 1991]",1,,,,high,False,1990 or 1991 second round pick,1988-89,current_record_at_transaction,1610612754.0,1610612754.0,11.0,38.0,3.0,25,projected_early_second,False
999,1989-02-21,1988-89,Mavericks,1610612742.0,trade with Pacers,Relinquished,2,1,draft_pick,2.0,"[1990, 1991]",1,,,,high,False,1990 or 1991 second round pick,1988-89,current_record_at_transaction,1610612742.0,1610612742.0,27.0,22.0,12.0,25,projected_early_second,False
1000,1989-02-21,1988-89,Pacers,1610612754.0,trade with Mavericks,Acquired,2,1,draft_pick,2.0,"[1990, 1991]",1,,,,high,False,1990 or 1991 second round pick,1988-89,current_record_at_transaction,1610612754.0,1610612742.0,27.0,22.0,12.0,25,projected_early_second,False
1001,1989-02-23,1988-89,Trail Blazers,1610612757.0,trade with Knicks,Acquired,1,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1988-89,current_record_at_transaction,1610612757.0,1610612752.0,35.0,17.0,23.0,25,projected_late_first,False
1004,1989-02-23,1988-89,Knicks,1610612752.0,trade with Blazers,Relinquished,1,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1988-89,current_record_at_transaction,1610612752.0,1610612752.0,35.0,17.0,23.0,25,projected_late_first,False
1005,1989-05-28,Offseason,Bucks,,trade with Spurs,Acquired,3,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1988-89,previous_season_final_record,1610612749.0,1610612759.0,21.0,61.0,4.0,25,projected_early_second,False
1005,1989-05-28,Offseason,Bucks,,trade with Spurs,Relinquished,2,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1988-89,previous_season_final_record,1610612749.0,1610612749.0,49.0,33.0,18.0,25,projected_late_second,False
1006,1989-05-28,Offseason,Spurs,,trade with Bucks,Acquired,2,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1988-89,previous_season_final_record,1610612759.0,1610612749.0,49.0,33.0,18.0,25,projected_late_second,False
1006,1989-05-28,Offseason,Spurs,,trade with Bucks,Relinquished,3,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1988-89,previous_season_final_record,1610612759.0,1610612759.0,21.0,61.0,4.0,25,projected_early_second,False
1007,1989-06-15,Offseason,Bucks,,trade with Timberwolves,Relinquished,1,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1988-89,previous_season_final_record,1610612749.0,1610612749.0,49.0,33.0,18.0,25,projected_late_second,False
1008,1989-06-15,Offseason,Timberwolves,,trade with Bucks,Acquired,1,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1988-89,previous_season_final_record,1610612750.0,1610612749.0,49.0,33.0,18.0,25,projected_late_second,False
1009,1989-06-24,Offseason,Trail Blazers,,trade with Nets,Relinquished,2,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1988-89,previous_season_final_record,1610612757.0,1610612757.0,39.0,43.0,9.0,25,projected_lottery_first,False
1010,1989-06-24,Offseason,Nets,,trade with Blazers,Acquired,2,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1988-89,previous_season_final_record,1610612751.0,1610612757.0,39.0,43.0,9.0,25,projected_lottery_first,False
1011,1989-06-26,Offseason,Bulls,,trade with Sonics,Acquired,1,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1988-89,previous_season_final_record,1610612741.0,1610612760.0,47.0,35.0,17.0,25,projected_late_first,False
1012,1989-06-26,Offseason,SuperSonics,,trade with Bulls,Relinquished,1,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1988-89,previous_season_final_record,1610612760.0,1610612760.0,47.0,35.0,17.0,25,projected_late_first,False
1013,1989-06-27,Offseason,Bulls,,trade with Magic,Acquired,1,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1988-89,previous_season_final_record,1610612741.0,1610612753.0,,,,25,record_unavailable,False
1013,1989-06-27,Offseason,Bulls,,trade with Magic,Acquired,2,1,draft_pick,2.0,[1992],1,,,,high,False,1992 second round pick,1988-89,previous_season_final_record,1610612741.0,1610612753.0,,,,25,record_unavailable,False
1014,1989-06-27,Offseason,Bulls,,trade with Sonics,Acquired,1,1,draft_pick,,[1989],1,,,,medium,False,Sonics agreed not to select B.J. Armstrong with the #16 or #17 pick in the 1989 draft,1988-89,previous_season_final_record,1610612741.0,1610612760.0,47.0,35.0,17.0,25,unknown_round_unranked,False
1014,1989-06-27,Offseason,Bulls,,trade with Sonics,Relinquished,1,1,draft_pick,2.0,[1993],1,,,,high,False,1993 second round pick,1988-89,previous_season_final_record,1610612741.0,1610612741.0,47.0,35.0,16.0,25,projected_late_second,False
1015,1989-06-27,Offseason,Hornets,,trade with Pacers,Acquired,1,1,draft_rights,,[],1,,,Stuart Gray,high,False,rights to Stuart Gray,1988-89,previous_season_final_record,1610612766.0,1610612754.0,28.0,54.0,7.0,25,draft_rights_unranked,False
1015,1989-06-27,Offseason,Hornets,,trade with Pacers,Relinquished,1,1,draft_rights,,[],1,,,Dyron Nix,high,False,rights to Dyron Nix,1988-89,previous_season_final_record,1610612766.0,1610612766.0,20.0,62.0,2.0,25,draft_rights_unranked,False
1016,1989-06-27,Offseason,Magic,,trade with Bulls,Relinquished,1,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1988-89,previous_season_final_record,1610612753.0,1610612753.0,,,,25,record_unavailable,False
1016,1989-06-27,Offseason,Magic,,trade with Bulls,Relinquished,2,1,draft_pick,2.0,[1992],1,,,,high,False,1992 second round pick,1988-89,previous_season_final_record,1610612753.0,1610612753.0,,,,25,record_unavailable,False
1017,1989-06-27,Offseason,Pacers,,trade with Hornets,Acquired,1,1,draft_rights,,[],1,,,Dyron Nix,high,False,rights to Dyron Nix,1988-89,previous_season_final_record,1610612754.0,1610612766.0,20.0,62.0,2.0,25,draft_rights_unranked,False
1017,1989-06-27,Offseason,Pacers,,trade with Hornets,Relinquished,1,1,draft_rights,,[],1,,,Stuart Gray,high,False,rights to Stuart Gray,1988-89,previous_season_final_record,1610612754.0,1610612754.0,28.0,54.0,7.0,25,draft_rights_unranked,False
1018,1989-06-27,Offseason,SuperSonics,,trade with Warriors,Acquired,1,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1988-89,previous_season_final_record,1610612760.0,1610612744.0,43.0,39.0,12.0,25,projected_lottery_first,False
1018,1989-06-27,Offseason,SuperSonics,,trade with Warriors,Relinquished,1,1,draft_pick,1.0,[1990],1,,,,high,False,1990 first round pick,1988-89,previous_season_final_record,1610612760.0,1610612760.0,47.0,35.0,17.0,25,projected_late_first,False
1019,1989-06-27,Offseason,SuperSonics,,trade with Bulls,Acquired,1,1,draft_pick,2.0,[1993],1,,,,high,False,1993 second round pick,1988-89,previous_season_final_record,1610612760.0,1610612741.0,47.0,35.0,16.0,25,projected_late_second,False
1019,1989-06-27,Offseason,SuperSonics,,trade with Bulls,Relinquished,1,1,draft_pick,,[1989],1,,,,medium,False,Sonics agreed not to select B.J. Armstrong with the #16 or #17 pick in the 1989 draft,1988-89,previous_season_final_record,1610612760.0,1610612760.0,47.0,35.0,17.0,25,unknown_round_unranked,False
1020,1989-06-27,Offseason,Warriors,,trade with Sonics,Acquired,1,1,draft_pick,1.0,[1990],1,,,,high,False,1990 first round pick,1988-89,previous_season_final_record,1610612744.0,1610612760.0,47.0,35.0,17.0,25,projected_late_first,False
1020,1989-06-27,Offseason,Warriors,,trade with Sonics,Relinquished,1,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1988-89,previous_season_final_record,1610612744.0,1610612744.0,43.0,39.0,12.0,25,projected_lottery_first,False
1021,1989-06-27,Offseason,Pistons,,trade with Suns,Acquired,1,1,draft_rights,,[],1,,,Anthony Cook,high,False,rights to Anthony Cook,1988-89,previous_season_final_record,1610612765.0,1610612756.0,55.0,27.0,22.0,25,draft_rights_unranked,False
1021,1989-06-27,Offseason,Pistons,,trade with Suns,Relinquished,2,1,draft_rights,,[],1,,,Kenny Battle,high,False,rights to Kenny Battle,1988-89,previous_season_final_record,1610612765.0,1610612765.0,63.0,19.0,25.0,25,draft_rights_unranked,False
1022,1989-06-27,Offseason,Suns,,trade with Pistons,Acquired,2,1,draft_rights,,[],1,,,Kenny Battle,high,False,rights to Kenny Battle,1988-89,previous_season_final_record,1610612756.0,1610612765.0,63.0,19.0,25.0,25,draft_rights_unranked,False
1022,1989-06-27,Offseason,Suns,,trade with Pistons,Relinquished,1,1,draft_rights,,[],1,,,Anthony Cook,high,False,rights to Anthony Cook,1988-89,previous_season_final_record,1610612756.0,1610612756.0,55.0,27.0,22.0,25,draft_rights_unranked,False
1023,1989-08-07,Offseason,SuperSonics,,trade with Warriors,Acquired,1,1,draft_pick,1.0,[1990],1,,,,high,False,1990 first round pick,1988-89,previous_season_final_record,1610612760.0,1610612744.0,43.0,39.0,12.0,25,projected_lottery_first,False
1024,1989-08-07,Offseason,Warriors,,trade with Sonics,Relinquished,1,1,draft_pick,1.0,[1990],1,,,,high,False,1990 first round pick,1988-89,previous_season_final_record,1610612744.0,1610612744.0,43.0,39.0,12.0,25,projected_lottery_first,False
1029,1989-09-05,Offseason,Cavaliers,,trade with Suns,Relinquished,1,1,draft_pick,2.0,[1993],1,,,,high,False,1993 second round pick,1988-89,previous_season_final_record,1610612739.0,1610612739.0,57.0,25.0,23.0,25,projected_late_second,False
1030,1989-09-05,Offseason,Suns,,trade with Cavaliers,Acquired,1,1,draft_pick,2.0,[1993],1,,,,high,False,1993 second round pick,1988-89,previous_season_final_record,1610612756.0,1610612739.0,57.0,25.0,23.0,25,projected_late_second,False
1031,1989-09-11,Offseason,Hornets,,trade with Nuggets,Acquired,1,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1988-89,previous_season_final_record,1610612766.0,1610612743.0,44.0,38.0,13.0,25,projected_early_second,False
1032,1989-09-11,Offseason,Nuggets,,trade with Hornets,Relinquished,1,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1988-89,previous_season_final_record,1610612743.0,1610612743.0,44.0,38.0,13.0,25,projected_early_second,False
1035,1989-10-02,Offseason,Heat,,trade with Warriors,Relinquished,1,1,draft_pick,2.0,"[1990, 1992]",1,,,,high,False,Cavaliers 1990 or 1992 second round pick,1988-89,previous_season_final_record,1610612748.0,1610612739.0,57.0,25.0,23.0,25,projected_late_second,False
1036,1989-10-02,Offseason,Warriors,,trade with Heat,Acquired,1,1,draft_pick,2.0,"[1990, 1992]",1,,,,high,False,Cavaliers 1990 or 1992 second round pick,1988-89,previous_season_final_record,1610612744.0,1610612739.0,57.0,25.0,23.0,25,projected_late_second,False
1037,1989-10-05,Offseason,Bulls,,trade with Suns,Relinquished,1,1,draft_pick,2.0,"[1990, 1993, 1996]",1,,,,high,True,future draft considerations (?-?) (1996 second round pick (?-?) per Nealy's entry in 1990-91 and 1993-94 NBA Register),1988-89,previous_season_final_record,1610612741.0,1610612741.0,47.0,35.0,16.0,25,projected_late_second,False
1038,1989-10-05,Offseason,Celtics,,trade with Nets,Relinquished,1,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1988-89,previous_season_final_record,1610612738.0,1610612738.0,42.0,40.0,11.0,25,projected_early_second,False
1038,1989-10-05,Offseason,Celtics,,trade with Nets,Relinquished,2,1,draft_pick,2.0,[1993],1,,,,high,False,1993 second round pick,1988-89,previous_season_final_record,1610612738.0,1610612738.0,42.0,40.0,11.0,25,projected_early_second,False
1039,1989-10-05,Offseason,Nets,,trade with Celtics,Acquired,1,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1988-89,previous_season_final_record,1610612751.0,1610612738.0,42.0,40.0,11.0,25,projected_early_second,False
1039,1989-10-05,Offseason,Nets,,trade with Celtics,Acquired,2,1,draft_pick,2.0,[1993],1,,,,high,False,1993 second round pick,1988-89,previous_season_final_record,1610612751.0,1610612738.0,42.0,40.0,11.0,25,projected_early_second,False
1040,1989-10-05,Offseason,Suns,,trade with Bulls,Acquired,1,1,draft_pick,2.0,"[1990, 1993, 1996]",1,,,,high,True,future draft considerations (?-?) (1996 second round pick (?-?) per Nealy's entry in 1990-91 and 1993-94 NBA Register),1988-89,previous_season_final_record,1610612756.0,1610612741.0,47.0,35.0,16.0,25,projected_late_second,False
1043,1989-10-26,Offseason,Bucks,,trade with Mavericks,Acquired,1,1,draft_rights,,[],1,,,Pat Durham,high,False,rights to Pat Durham,1988-89,previous_season_final_record,1610612749.0,1610612742.0,38.0,44.0,8.0,25,draft_rights_unranked,False
1043,1989-10-26,Offseason,Bucks,,trade with Mavericks,Relinquished,1,1,draft_pick,2.0,[1993],1,,,,high,False,1993 second round pick,1988-89,previous_season_final_record,1610612749.0,1610612749.0,49.0,33.0,18.0,25,projected_late_second,False
1044,1989-10-26,Offseason,Mavericks,,trade with Bucks,Acquired,1,1,draft_pick,2.0,[1993],1,,,,high,False,1993 second round pick,1988-89,previous_season_final_record,1610612742.0,1610612749.0,49.0,33.0,18.0,25,projected_late_second,False
1044,1989-10-26,Offseason,Mavericks,,trade with Bucks,Relinquished,1,1,draft_rights,,[],1,,,Pat Durham,high,False,rights to Pat Durham,1988-89,previous_season_final_record,1610612742.0,1610612742.0,38.0,44.0,8.0,25,draft_rights_unranked,False
1045,1989-10-27,Offseason,76ers,,trade with Timberwolves,Relinquished,1,1,draft_pick,1.0,[1990],1,,,,high,False,1990 first round pick,1988-89,previous_season_final_record,1610612755.0,1610612755.0,46.0,36.0,15.0,25,projected_late_first,False
1045,1989-10-27,Offseason,76ers,,trade with Timberwolves,Relinquished,2,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1988-89,previous_season_final_record,1610612755.0,1610612755.0,46.0,36.0,15.0,25,projected_late_second,False
1045,1989-10-27,Offseason,76ers,,trade with Timberwolves,Relinquished,3,1,draft_pick,2.0,[1992],1,1992 conditional second round pick,,,high,False,1992 conditional second round pick,1988-89,previous_season_final_record,1610612755.0,1610612755.0,46.0,36.0,15.0,25,projected_late_second,False
